tarih;gün;seri;ders;başlık;kanca;kitle;şablon;hassas;kesinlik;mevsim;ruh hali;ışık;gün batımı;gün türü;IG saat;TikTok saat;YT saat;IG etiket;TikTok etiket;YT etiket;YKS kalan;LGS kalan
2027-05-10;Pzt;Haftanın Planı;;Biriken ödev;Okul ödevi birikti mi? Önce onu bitir, sonra plana dön.;öğrenci;kart-liste;;kesin;Son düzlük;Panik ve yoğunluk. Uzun bayram tatili. Sakinleştirici ton.;uzun gün (19:35);19:35;okul;20:30;21:30;19:30;#yks2027 #yks #zamanyönetimi #dersprogramı #eğitimkoçluğu;#yks2027 #yks #zamanyönetimi #dersprogramı #keşfet;#yks2027 #zamanyönetimi #Shorts;40;34
2027-05-11;Sal;Ders Taktiği;TYT Matematik;Mutlak değer;Mutlak değerde iki durum yaz. Hep iki.;öğrenci;soru-cozum;;kesin;Son düzlük;Panik ve yoğunluk. Uzun bayram tatili. Sakinleştirici ton.;uzun gün (19:36);19:36;okul;20:30;21:30;19:30;#yks2027 #yks #matematik #sorubankası #eğitimkoçluğu;#yks2027 #yks #matematik #sorubankası #keşfet;#yks2027 #matematik #Shorts;39;33
2027-05-12;Çar;Aynı Hafta;;Yanlış yapmaktan korkuyorum;Emin olmadığım soruyu hiç işaretlemiyorum.;öğrenci;yazisma;;kesin;Son düzlük;Panik ve yoğunluk. Uzun bayram tatili. Sakinleştirici ton.;uzun gün (19:37);19:37;okul;20:30;21:30;19:30;#yks2027 #yks #öğrenci #öğrencihayatı #eğitimkoçluğu;#yks2027 #yks #öğrenci #öğrencihayatı #keşfet;#yks2027 #öğrenci #Shorts;38;32
2027-05-13;Per;Veli Köşesi;;Haftalık görüşme;Haftada bir 15 dakika: sadece dinlemek.;veli;kart-veli;;kesin;Son düzlük;Panik ve yoğunluk. Uzun bayram tatili. Sakinleştirici ton.;uzun gün (19:38);19:38;veli;21:00;20:30;20:00;#yks2027 #lgs #velirehberi #mersin #eğitimkoçluğu;#yks2027 #lgs #velirehberi #mersin #keşfet;#yks2027 #velirehberi #Shorts;37;31
2027-05-14;Cum;Doğru Bilinen Yanlışlar;;Yazılı notları önemsiz;OBP puanına eklenir. Önemsiz değil.;öğrenci;efsane-gercek;;kesin;Son düzlük;Panik ve yoğunluk. Uzun bayram tatili. Sakinleştirici ton.;uzun gün (19:39);19:39;okul;20:30;21:30;19:30;#yks2027 #yks #verimliçalışma #dersçalışma #eğitimkoçluğu;#yks2027 #yks #verimliçalışma #dersçalışma #keşfet;#yks2027 #verimliçalışma #Shorts;36;30
2027-05-15;Cmt;Özel Gün;;Kurban arifesi: 5 günlük ara;5 gün tatil: 2 gün aile, 3 gün düzenli tekrar.;öğrenci;tek-cumle;;tahmini;Son düzlük;Panik ve yoğunluk. Uzun bayram tatili. Sakinleştirici ton.;uzun gün (19:39);19:39;cumartesi;13:00;14:30;12:30;#yks2027 #yks #öğrenci #yks #eğitimkoçluğu;#yks2027 #yks #öğrenci #yks #keşfet;#yks2027 #öğrenci #Shorts;35;29
2027-05-16;Paz;Özel Gün;;Kurban Bayramı;Bayramınız mübarek olsun.;herkes;tek-cumle;;tahmini;Son düzlük;Panik ve yoğunluk. Uzun bayram tatili. Sakinleştirici ton.;uzun gün (19:40);19:40;bayram;11:00;13:00;11:00;#yks2027 #yks #öğrenci #yks #eğitimkoçluğu;#yks2027 #yks #öğrenci #yks #keşfet;#yks2027 #öğrenci #Shorts;34;28
2027-05-17;Pzt;Haftanın Planı;;Hafta ortası kontrolü;Çarşamba akşamı 5 dakikalık kontrol haftayı kurtarır.;öğrenci;kart-liste;;kesin;Son düzlük;Panik ve yoğunluk. Uzun bayram tatili. Sakinleştirici ton.;uzun gün (19:41);19:41;bayram;11:00;13:00;11:00;#yks2027 #yks #dersprogramı #verimliçalışma #eğitimkoçluğu;#yks2027 #yks #dersprogramı #verimliçalışma #keşfet;#yks2027 #dersprogramı #Shorts;33;27
2027-05-18;Sal;Ders Taktiği;LGS İngilizce;Diyalog sorusu;Diyalogda son cümle cevabın ipucunu taşır.;öğrenci;soru-cozum;;kesin;Son düzlük;Panik ve yoğunluk. Uzun bayram tatili. Sakinleştirici ton.;uzun gün (19:42);19:42;bayram;11:00;13:00;11:00;#lgs2027 #lgs #ingilizce #soruçözümü #eğitimkoçluğu;#lgs2027 #lgs #ingilizce #soruçözümü #keşfet;#lgs2027 #ingilizce #Shorts;32;26
2027-05-19;Çar;Özel Gün;;19 Mayıs;Gençlik ve Spor Bayramı kutlu olsun. Bu yıl sizin yılınız.;herkes;tek-cumle;;kesin;Son düzlük;Panik ve yoğunluk. Uzun bayram tatili. Sakinleştirici ton.;uzun gün (19:43);19:43;bayram;11:00;13:00;11:00;#yks2027 #yks #yks #motivasyon #eğitimkoçluğu;#yks2027 #yks #yks #motivasyon #keşfet;#yks2027 #yks #Shorts;31;25
2027-05-20;Per;Özel Gün;;YKS'ye 30 gün;30 gün. Uyku saatini sınav saatine göre ayarla.;öğrenci;tek-cumle;;tahmini;Son düzlük;Panik ve yoğunluk. Uzun bayram tatili. Sakinleştirici ton.;uzun gün (19:44);19:44;okul;20:30;21:30;19:30;#yks2027 #yks #yks #mersin #eğitimkoçluğu;#yks2027 #yks #yks #mersin #keşfet;#yks2027 #yks #Shorts;30;24
2027-05-21;Cum;Doğru Bilinen Yanlışlar;;Soru atlamak zayıflık;Soru atlamak strateji.;öğrenci;efsane-gercek;;kesin;Son düzlük;Panik ve yoğunluk. Uzun bayram tatili. Sakinleştirici ton.;uzun gün (19:44);19:44;okul;20:30;21:30;19:30;#yks2027 #yks #dersçalışma #doğrubilinenyanlışlar #eğitimkoçluğu;#yks2027 #yks #dersçalışma #doğrubilinenyanlışlar #keşfet;#yks2027 #dersçalışma #Shorts;29;23
2027-05-22;Cmt;Deneme Günü;;Denemeden plan çıkar;Denemedeki 3 eksik, pazartesinin planı.;öğrenci;kart-liste;;kesin;Son düzlük;Panik ve yoğunluk. Uzun bayram tatili. Sakinleştirici ton.;uzun gün (19:45);19:45;cumartesi;13:00;14:30;12:30;#yks2027 #yks #denemesınavı #netartırma #eğitimkoçluğu;#yks2027 #yks #denemesınavı #netartırma #keşfet;#yks2027 #denemesınavı #Shorts;28;22
2027-05-23;Paz;Pazar Akşamı;;Anlam;Bu yıl sadece puan değil, disiplin kazandırıyor.;öğrenci;tek-cumle;;kesin;Son düzlük;Panik ve yoğunluk. Uzun bayram tatili. Sakinleştirici ton.;uzun gün (19:46);19:46;pazar;20:00;21:00;19:00;#yks2027 #yks #motivasyon #sınavkaygısı #eğitimkoçluğu;#yks2027 #yks #motivasyon #sınavkaygısı #keşfet;#yks2027 #motivasyon #Shorts;27;21
2027-05-24;Pzt;Haftanın Planı;;Mola planlanır;Mola kaçamak değil, planın bir satırıdır.;öğrenci;kart-liste;;kesin;Son düzlük;Panik ve yoğunluk. Uzun bayram tatili. Sakinleştirici ton.;uzun gün (19:47);19:47;okul;20:30;21:30;19:30;#yks2027 #yks #verimliçalışma #çalışmaplanı #eğitimkoçluğu;#yks2027 #yks #verimliçalışma #çalışmaplanı #keşfet;#yks2027 #verimliçalışma #Shorts;26;20
2027-05-25;Sal;Ders Taktiği;Geometri;Üçgende benzerlik;Paralel doğru gördüysen benzerlik ara.;öğrenci;soru-cozum;;kesin;Son düzlük;Panik ve yoğunluk. Uzun bayram tatili. Sakinleştirici ton.;uzun gün (19:48);19:48;okul;20:30;21:30;19:30;#yks2027 #yks #geometri #derstaktikleri #eğitimkoçluğu;#yks2027 #yks #geometri #derstaktikleri #keşfet;#yks2027 #geometri #Shorts;25;19
2027-05-26;Çar;Aynı Hafta;;Bir ders çok geride;Kimya çok geride kaldı, nereden başlayayım?;öğrenci;yazisma;;kesin;Son düzlük;Panik ve yoğunluk. Uzun bayram tatili. Sakinleştirici ton.;uzun gün (19:48);19:48;okul;20:30;21:30;19:30;#yks2027 #yks #sınavstresi #yksmotivasyon #eğitimkoçluğu;#yks2027 #yks #sınavstresi #yksmotivasyon #keşfet;#yks2027 #sınavstresi #Shorts;24;18
2027-05-27;Per;Veli Köşesi;;Okul mu YKS mi;Okul notları mı, YKS mi? İkisi rakip değil.;veli;kart-veli;;kesin;Son düzlük;Panik ve yoğunluk. Uzun bayram tatili. Sakinleştirici ton.;uzun gün (19:49);19:49;veli;21:00;20:30;20:00;#yks2027 #lgs #sınavyılı #mersin #eğitimkoçluğu;#yks2027 #lgs #sınavyılı #mersin #keşfet;#yks2027 #sınavyılı #Shorts;23;17
2027-05-28;Cum;Doğru Bilinen Yanlışlar;;Tekrar sıkıcıdır;Tekrar sıkıcı değil, kalıcı.;öğrenci;efsane-gercek;;kesin;Son düzlük;Panik ve yoğunluk. Uzun bayram tatili. Sakinleştirici ton.;uzun gün (19:50);19:50;okul;20:30;21:30;19:30;#yks2027 #yks #doğrubilinenyanlışlar #çalışmayöntemleri #eğitimkoçluğu;#yks2027 #yks #doğrubilinenyanlışlar #çalışmayöntemleri #keşfet;#yks2027 #doğrubilinenyanlışlar #Shorts;22;16
2027-05-29;Cmt;Deneme Günü;;Deneme korkusu;Deneme sınav değil, antrenman.;öğrenci;kart-liste;;kesin;Son düzlük;Panik ve yoğunluk. Uzun bayram tatili. Sakinleştirici ton.;uzun gün (19:50);19:50;cumartesi;13:00;14:30;12:30;#yks2027 #yks #netartırma #tytdeneme #eğitimkoçluğu;#yks2027 #yks #netartırma #tytdeneme #keşfet;#yks2027 #netartırma #Shorts;21;15
2027-05-30;Paz;Pazar Akşamı;;Arkadaşlık;Bu hafta bir arkadaşını ara. Ders konuşmadan.;öğrenci;tek-cumle;;kesin;Son düzlük;Panik ve yoğunluk. Uzun bayram tatili. Sakinleştirici ton.;uzun gün (19:51);19:51;pazar;20:00;21:00;19:00;#yks2027 #yks #sınavkaygısı #pazarakşamı #eğitimkoçluğu;#yks2027 #yks #sınavkaygısı #pazarakşamı #keşfet;#yks2027 #sınavkaygısı #Shorts;20;14
2027-05-31;Pzt;Haftanın Planı;;Kolay işle başla;Masaya oturunca ilk iş: 10 kolay soru. Motor ısınsın.;öğrenci;kart-liste;;kesin;Son düzlük;Panik ve yoğunluk. Uzun bayram tatili. Sakinleştirici ton.;uzun gün (19:52);19:52;okul;20:30;21:30;19:30;#yks2027 #yks #çalışmaplanı #planlıçalışma #eğitimkoçluğu;#yks2027 #yks #çalışmaplanı #planlıçalışma #keşfet;#yks2027 #çalışmaplanı #Shorts;19;13
2027-06-01;Sal;Ders Taktiği;AYT Matematik;İntegral alan;Alan sorusunda önce grafik, sonra integral.;öğrenci;soru-cozum;;kesin;Sınav ayı;LGS ve YKS. Sade, kısa, sakin mesajlar.;uzun gün (19:53);19:53;okul;20:30;21:30;19:30;#yks2027 #yks #matematik #tytkampı #eğitimkoçluğu;#yks2027 #yks #matematik #tytkampı #keşfet;#yks2027 #matematik #Shorts;18;12
2027-06-02;Çar;Aynı Hafta;;Yorgunum;Çok yorgunum ama dinlenince de suçlu hissediyorum.;öğrenci;yazisma;;kesin;Sınav ayı;LGS ve YKS. Sade, kısa, sakin mesajlar.;uzun gün (19:53);19:53;okul;20:30;21:30;19:30;#yks2027 #yks #yksmotivasyon #sınavkaygısı #eğitimkoçluğu;#yks2027 #yks #yksmotivasyon #sınavkaygısı #keşfet;#yks2027 #yksmotivasyon #Shorts;17;11
2027-06-03;Per;Veli Köşesi;;Sınav günü;Sınav sabahı veliler ne yapmalı, ne yapmamalı?;veli;kart-veli;;kesin;Sınav ayı;LGS ve YKS. Sade, kısa, sakin mesajlar.;uzun gün (19:54);19:54;veli;21:00;20:30;20:00;#yks2027 #lgs #ebeveyn #mersin #eğitimkoçluğu;#yks2027 #lgs #ebeveyn #mersin #keşfet;#yks2027 #ebeveyn #Shorts;16;10
2027-06-04;Cum;Doğru Bilinen Yanlışlar;;Dinlenmek suç;Dinlenen öğrenci tembel değil. Yakıt alıyor.;öğrenci;efsane-gercek;;kesin;Sınav ayı;LGS ve YKS. Sade, kısa, sakin mesajlar.;uzun gün (19:55);19:55;okul;20:30;21:30;19:30;#yks2027 #yks #çalışmayöntemleri #bilgi #eğitimkoçluğu;#yks2027 #yks #çalışmayöntemleri #bilgi #keşfet;#yks2027 #çalışmayöntemleri #Shorts;15;9
2027-06-05;Cmt;Deneme Günü;;Yaz denemesi;Yazın ayda 2 deneme: formu korur.;öğrenci;kart-liste;;kesin;Sınav ayı;LGS ve YKS. Sade, kısa, sakin mesajlar.;uzun gün (19:55);19:55;cumartesi;13:00;14:30;12:30;#yks2027 #yks #tytdeneme #denemeanalizi #eğitimkoçluğu;#yks2027 #yks #tytdeneme #denemeanalizi #keşfet;#yks2027 #tytdeneme #Shorts;14;8
2027-06-06;Paz;Pazar Akşamı;;Son pazar;Sınavdan önceki son pazar gibi düşün: sakin.;öğrenci;tek-cumle;;kesin;Sınav ayı;LGS ve YKS. Sade, kısa, sakin mesajlar.;uzun gün (19:56);19:56;pazar;20:00;21:00;19:00;#yks2027 #yks #pazarakşamı #yksmotivasyon #eğitimkoçluğu;#yks2027 #yks #pazarakşamı #yksmotivasyon #keşfet;#yks2027 #pazarakşamı #Shorts;13;7
2027-06-07;Pzt;Haftanın Planı;;Plan paylaşılır;Planını birine söyle. Sadece söylemek bile işe yarar.;öğrenci;kart-liste;;kesin;Sınav ayı;LGS ve YKS. Sade, kısa, sakin mesajlar.;uzun gün (19:56);19:56;okul;20:30;21:30;19:30;#yks2027 #yks #planlıçalışma #zamanyönetimi #eğitimkoçluğu;#yks2027 #yks #planlıçalışma #zamanyönetimi #keşfet;#yks2027 #planlıçalışma #Shorts;12;6
2027-06-08;Sal;Ders Taktiği;Edebiyat;Şiir bilgisi;Ölçü sorusunda heceleri parmakla değil kalemle say.;öğrenci;soru-cozum;;kesin;Sınav ayı;LGS ve YKS. Sade, kısa, sakin mesajlar.;uzun gün (19:57);19:57;okul;20:30;21:30;19:30;#yks2027 #yks #edebiyat #konuanlatımı #eğitimkoçluğu;#yks2027 #yks #edebiyat #konuanlatımı #keşfet;#yks2027 #edebiyat #Shorts;11;5
2027-06-09;Çar;Özel Gün;;YKS'ye 10 gün;10 gün. Yeni hiçbir şey. Sadece bildiklerin.;öğrenci;tek-cumle;;tahmini;Sınav ayı;LGS ve YKS. Sade, kısa, sakin mesajlar.;uzun gün (19:57);19:57;okul;20:30;21:30;19:30;#yks2027 #yks #öğrenci #yks #eğitimkoçluğu;#yks2027 #yks #öğrenci #yks #keşfet;#yks2027 #öğrenci #Shorts;10;4
2027-06-10;Per;Veli Köşesi;;11. sınıf velisi;11. sınıfta başlamak erken değil. Ama sınıf sınıf.;veli;kart-veli;;kesin;Sınav ayı;LGS ve YKS. Sade, kısa, sakin mesajlar.;uzun gün (19:58);19:58;veli;21:00;20:30;20:00;#yks2027 #lgs #anneyiz #mersin #eğitimkoçluğu;#yks2027 #lgs #anneyiz #mersin #keşfet;#yks2027 #anneyiz #Shorts;9;3
2027-06-11;Cum;Doğru Bilinen Yanlışlar;;Bir kötü deneme her şeyi söyler;Tek deneme trend değildir.;öğrenci;efsane-gercek;;kesin;Sınav ayı;LGS ve YKS. Sade, kısa, sakin mesajlar.;uzun gün (19:58);19:58;okul;20:30;21:30;19:30;#yks2027 #yks #bilgi #verimliçalışma #eğitimkoçluğu;#yks2027 #yks #bilgi #verimliçalışma #keşfet;#yks2027 #bilgi #Shorts;8;2
2027-06-12;Cmt;Özel Gün;;LGS'ye bir gün;Yarın LGS. Bu akşam çanta, kimlik, erken yatak.;veli;tek-cumle;;tahmini;Sınav ayı;LGS ve YKS. Sade, kısa, sakin mesajlar.;uzun gün (19:59);19:59;veli;21:00;20:30;20:00;#yks2027 #lgs #öğrenci #yks #eğitimkoçluğu;#yks2027 #lgs #öğrenci #yks #keşfet;#yks2027 #öğrenci #Shorts;7;1
2027-06-13;Paz;Özel Gün;;LGS günü;Bugün çocuklarımızın günü. Sonuç ne olursa olsun, yanlarındayız.;veli;tek-cumle;;tahmini;Sınav ayı;LGS ve YKS. Sade, kısa, sakin mesajlar.;uzun gün (19:59);19:59;veli;21:00;20:30;20:00;#yks2027 #lgs #öğrenci #yks #eğitimkoçluğu;#yks2027 #lgs #öğrenci #yks #keşfet;#yks2027 #öğrenci #Shorts;6;0
2027-06-14;Pzt;Haftanın Planı;;Her şey acil değil;Her ders aynı anda acil değil. Sıra koy.;öğrenci;kart-liste;;kesin;Sınav ayı;LGS ve YKS. Sade, kısa, sakin mesajlar.;uzun gün (20:00);20:00;okul;20:30;21:30;19:30;#yks2027 #yks #zamanyönetimi #dersprogramı #eğitimkoçluğu;#yks2027 #yks #zamanyönetimi #dersprogramı #keşfet;#yks2027 #zamanyönetimi #Shorts;5;
2027-06-15;Sal;Ders Taktiği;Fizik;Grafik okuma;Hız–zaman grafiğinde alan yol, eğim ivmedir.;öğrenci;soru-cozum;;kesin;Sınav ayı;LGS ve YKS. Sade, kısa, sakin mesajlar.;uzun gün (20:00);20:00;okul;20:30;21:30;19:30;#yks2027 #yks #fizik #sorubankası #eğitimkoçluğu;#yks2027 #yks #fizik #sorubankası #keşfet;#yks2027 #fizik #Shorts;4;
2027-06-16;Çar;Aynı Hafta;;Sosyal medya kıyası;Herkes 14 saat çalışıyor diye paylaşıyor.;öğrenci;yazisma;;kesin;Sınav ayı;LGS ve YKS. Sade, kısa, sakin mesajlar.;uzun gün (20:01);20:01;okul;20:30;21:30;19:30;#yks2027 #yks #öğrenci #öğrencihayatı #eğitimkoçluğu;#yks2027 #yks #öğrenci #öğrencihayatı #keşfet;#yks2027 #öğrenci #Shorts;3;
2027-06-17;Per;Veli Köşesi;;Yıl sonu değerlendirme;Yılın sonunda puan değil, yol konuşulur.;veli;kart-veli;;kesin;Sınav ayı;LGS ve YKS. Sade, kısa, sakin mesajlar.;uzun gün (20:01);20:01;veli;21:00;20:30;20:00;#yks2027 #lgs #velirehberi #mersin #eğitimkoçluğu;#yks2027 #lgs #velirehberi #mersin #keşfet;#yks2027 #velirehberi #Shorts;2;
2027-06-18;Cum;Özel Gün;;Yarın TYT;Yarın TYT. Bu gece çalışma. Uyu.;öğrenci;tek-cumle;;tahmini;Sınav ayı;LGS ve YKS. Sade, kısa, sakin mesajlar.;uzun gün (20:01);20:01;okul;20:30;21:30;19:30;#yks2027 #yks #yks #motivasyon #eğitimkoçluğu;#yks2027 #yks #yks #motivasyon #keşfet;#yks2027 #yks #Shorts;1;
2027-06-19;Cmt;Özel Gün;;TYT günü;Bugün hazırlığın konuşuyor. Sakin ol, sırayla git.;öğrenci;tek-cumle;;tahmini;Sınav ayı;LGS ve YKS. Sade, kısa, sakin mesajlar.;uzun gün (20:02);20:02;cumartesi;13:00;14:30;12:30;#yks2027 #yks #yks #motivasyon #eğitimkoçluğu;#yks2027 #yks #yks #motivasyon #keşfet;#yks2027 #yks #Shorts;0;
2027-06-20;Paz;Özel Gün;;AYT günü ve Babalar Günü;Son oturum. Ve bugün Babalar Günü.;herkes;tek-cumle;;tahmini;Sınav ayı;LGS ve YKS. Sade, kısa, sakin mesajlar.;uzun gün (20:02);20:02;pazar;20:00;21:00;19:00;#yks2027 #yks #yks #motivasyon #eğitimkoçluğu;#yks2027 #yks #yks #motivasyon #keşfet;#yks2027 #yks #Shorts;;
2027-06-21;Pzt;Özel Gün;;Sınav bitti;Bitti. Şimdi dinlen. Sonuç beklemek de bir iş.;öğrenci;tek-cumle;;tahmini;Sınav ayı;LGS ve YKS. Sade, kısa, sakin mesajlar.;uzun gün (20:02);20:02;okul;20:30;21:30;19:30;#yks2028 #yks #motivasyon #eğitim #eğitimkoçluğu;#yks2028 #yks #motivasyon #eğitim #keşfet;#yks2028 #motivasyon #Shorts;;
2027-06-22;Sal;Ders Taktiği;Kimya;Asit–baz;pH sorusunda önce ne kadar H⁺ var, onu bul.;öğrenci;soru-cozum;;kesin;Sınav ayı;LGS ve YKS. Sade, kısa, sakin mesajlar.;uzun gün (20:02);20:02;okul;20:30;21:30;19:30;#yks2028 #yks #kimya #soruçözümü #eğitimkoçluğu;#yks2028 #yks #kimya #soruçözümü #keşfet;#yks2028 #kimya #Shorts;;
2027-06-23;Çar;Aynı Hafta;;Deneme sınavı stresi;Yarın deneme var, şimdiden midem ağrıyor.;öğrenci;yazisma;;kesin;Sınav ayı;LGS ve YKS. Sade, kısa, sakin mesajlar.;uzun gün (20:03);20:03;okul;20:30;21:30;19:30;#yks2028 #yks #öğrencihayatı #sınavstresi #eğitimkoçluğu;#yks2028 #yks #öğrencihayatı #sınavstresi #keşfet;#yks2028 #öğrencihayatı #Shorts;;
2027-06-24;Per;Veli Köşesi;;Harçlık ve bağımsızlık;Sınav yılında sorumluluk azalmaz, şekil değiştirir.;veli;kart-veli;;kesin;Sınav ayı;LGS ve YKS. Sade, kısa, sakin mesajlar.;uzun gün (20:03);20:03;veli;21:00;20:30;20:00;#yks2028 #lgs #veli #mersin #eğitimkoçluğu;#yks2028 #lgs #veli #mersin #keşfet;#yks2028 #veli #Shorts;;
2027-06-25;Cum;Özel Gün;;Karne ve 11. sınıflar;11. sınıf bitti. YKS 2028'e bir yıl.;öğrenci;tek-cumle;;kesin;Sınav ayı;LGS ve YKS. Sade, kısa, sakin mesajlar.;uzun gün (20:03);20:03;okul;20:30;21:30;19:30;#yks2028 #yks #motivasyon #eğitim #eğitimkoçluğu;#yks2028 #yks #motivasyon #eğitim #keşfet;#yks2028 #motivasyon #Shorts;;
2027-06-26;Cmt;Deneme Günü;;Net düşüşü;Net düştü mü? Deneme zorlaştı mı, sen mi yoruldun?;öğrenci;kart-liste;;kesin;Sınav ayı;LGS ve YKS. Sade, kısa, sakin mesajlar.;uzun gün (20:03);20:03;tatil;21:30;22:30;20:30;#yks2028 #yks #denemesınavı #netartırma #eğitimkoçluğu;#yks2028 #yks #denemesınavı #netartırma #keşfet;#yks2028 #denemesınavı #Shorts;;
2027-06-27;Paz;Pazar Akşamı;;Hayır demek;Bu hafta ‘hayır’ dediğin şey, ‘evet’ dediğin hedefi korudu.;öğrenci;tek-cumle;;kesin;Sınav ayı;LGS ve YKS. Sade, kısa, sakin mesajlar.;uzun gün (20:03);20:03;tatil;21:30;22:30;20:30;#yks2028 #yks #motivasyon #sınavkaygısı #eğitimkoçluğu;#yks2028 #yks #motivasyon #sınavkaygısı #keşfet;#yks2028 #motivasyon #Shorts;;
2027-06-28;Pzt;Haftanın Planı;;Soru bankası seçimi;Üç kitap yarım bitmesin. Bir kitap bitsin.;öğrenci;kart-liste;;kesin;Sınav ayı;LGS ve YKS. Sade, kısa, sakin mesajlar.;uzun gün (20:03);20:03;tatil;21:30;22:30;20:30;#yks2028 #yks #verimliçalışma #çalışmaplanı #eğitimkoçluğu;#yks2028 #yks #verimliçalışma #çalışmaplanı #keşfet;#yks2028 #verimliçalışma #Shorts;;
2027-06-29;Sal;Ders Taktiği;Biyoloji;Sistemler;Sistem sorularını organ değil görevle çalış.;öğrenci;soru-cozum;;kesin;Sınav ayı;LGS ve YKS. Sade, kısa, sakin mesajlar.;uzun gün (20:03);20:03;tatil;21:30;22:30;20:30;#yks2028 #yks #biyoloji #derstaktikleri #eğitimkoçluğu;#yks2028 #yks #biyoloji #derstaktikleri #keşfet;#yks2028 #biyoloji #Shorts;;
2027-06-30;Çar;Aynı Hafta;;Başaramazsam;Ya kazanamazsam hocam?;öğrenci;yazisma;;kesin;Sınav ayı;LGS ve YKS. Sade, kısa, sakin mesajlar.;uzun gün (20:03);20:03;tatil;21:30;22:30;20:30;#yks2028 #yks #sınavstresi #yksmotivasyon #eğitimkoçluğu;#yks2028 #yks #sınavstresi #yksmotivasyon #keşfet;#yks2028 #sınavstresi #Shorts;;
2027-07-01;Per;Veli Köşesi;;Tercih dönemi;Tercih listesi: kimin listesi?;veli;kart-veli;;kesin;Bekleme ve tercih;Sonuç kaygısı, tercih. Veli içerikleri öne çıkar. Yeni 12'ler başlar.;uzun gün (20:03);20:03;veli;21:00;20:30;20:00;#yks2028 #lgs #sınavyılı #mersin #eğitimkoçluğu;#yks2028 #lgs #sınavyılı #mersin #keşfet;#yks2028 #sınavyılı #Shorts;;
2027-07-02;Cum;Doğru Bilinen Yanlışlar;;Mezun yılı kolay;Mezun yılı bol zamanlı ama yalnız bir yıl.;öğrenci;efsane-gercek;;kesin;Bekleme ve tercih;Sonuç kaygısı, tercih. Veli içerikleri öne çıkar. Yeni 12'ler başlar.;uzun gün (20:03);20:03;tatil;21:30;22:30;20:30;#yks2028 #yks #doğrubilinenyanlışlar #çalışmayöntemleri #eğitimkoçluğu;#yks2028 #yks #doğrubilinenyanlışlar #çalışmayöntemleri #keşfet;#yks2028 #doğrubilinenyanlışlar #Shorts;;
2027-07-03;Cmt;Deneme Günü;;Fen sırası;Fende fizik mi önce kimya mı? Kendi sıranı bul.;öğrenci;kart-liste;;kesin;Bekleme ve tercih;Sonuç kaygısı, tercih. Veli içerikleri öne çıkar. Yeni 12'ler başlar.;uzun gün (20:03);20:03;tatil;21:30;22:30;20:30;#yks2028 #yks #netartırma #tytdeneme #eğitimkoçluğu;#yks2028 #yks #netartırma #tytdeneme #keşfet;#yks2028 #netartırma #Shorts;;
2027-07-04;Paz;Pazar Akşamı;;Duygu günlüğü;Bugün nasıl hissettin? Bir kelimeyle.;öğrenci;tek-cumle;;kesin;Bekleme ve tercih;Sonuç kaygısı, tercih. Veli içerikleri öne çıkar. Yeni 12'ler başlar.;uzun gün (20:03);20:03;tatil;21:30;22:30;20:30;#yks2028 #yks #sınavkaygısı #pazarakşamı #eğitimkoçluğu;#yks2028 #yks #sınavkaygısı #pazarakşamı #keşfet;#yks2028 #sınavkaygısı #Shorts;;
2027-07-05;Pzt;Haftanın Planı;;Yaz planı;Yaz tatili dinlenmek için. Ama her gün 1 saat kural.;öğrenci;kart-liste;;kesin;Bekleme ve tercih;Sonuç kaygısı, tercih. Veli içerikleri öne çıkar. Yeni 12'ler başlar.;uzun gün (20:03);20:03;tatil;21:30;22:30;20:30;#yks2028 #yks #çalışmaplanı #planlıçalışma #eğitimkoçluğu;#yks2028 #yks #çalışmaplanı #planlıçalışma #keşfet;#yks2028 #çalışmaplanı #Shorts;;
2027-07-06;Sal;Ders Taktiği;Tarih;İnkılap tarihi kronolojisi;Kongrelerin sırasını hikâye gibi anlat.;öğrenci;soru-cozum;;kesin;Bekleme ve tercih;Sonuç kaygısı, tercih. Veli içerikleri öne çıkar. Yeni 12'ler başlar.;uzun gün (20:03);20:03;tatil;21:30;22:30;20:30;#yks2028 #yks #tarih #tytkampı #eğitimkoçluğu;#yks2028 #yks #tarih #tytkampı #keşfet;#yks2028 #tarih #Shorts;;
2027-07-07;Çar;Aynı Hafta;;Tercih kaygısı;Puanım geldi ama ne yazacağımı bilmiyorum.;öğrenci;yazisma;;kesin;Bekleme ve tercih;Sonuç kaygısı, tercih. Veli içerikleri öne çıkar. Yeni 12'ler başlar.;uzun gün (20:03);20:03;tatil;21:30;22:30;20:30;#yks2028 #yks #yksmotivasyon #sınavkaygısı #eğitimkoçluğu;#yks2028 #yks #yksmotivasyon #sınavkaygısı #keşfet;#yks2028 #yksmotivasyon #Shorts;;
2027-07-08;Per;Veli Köşesi;;Sonuç günü;Sonuç açıklandığında ilk sarılma, sonra puan.;veli;kart-veli;;kesin;Bekleme ve tercih;Sonuç kaygısı, tercih. Veli içerikleri öne çıkar. Yeni 12'ler başlar.;uzun gün (20:02);20:02;veli;21:00;20:30;20:00;#yks2028 #lgs #ebeveyn #mersin #eğitimkoçluğu;#yks2028 #lgs #ebeveyn #mersin #keşfet;#yks2028 #ebeveyn #Shorts;;
